package,version,package@version,exploitable,confirmed
@munchkinhalfling/spawn.js,0.0.3,@munchkinhalfling/spawn.js@0.0.3,True,False
zfs-utils,1.3.0,zfs-utils@1.3.0,False,False
liltools,1.0.0,liltools@1.0.0,True,True
parse-processes,0.1.0,parse-processes@0.1.0,True,True
execute-cli,1.0.2,execute-cli@1.0.2,True,False
async-conditions,0.0.4,async-conditions@0.0.4,True,True
wirelesser,2.2.0,wirelesser@2.2.0,False,False
env-loador,0.0.4,env-loador@0.0.4,True,False
@minnie-cli/utils,1.0.7,@minnie-cli/utils@1.0.7,True,False
bfuck,0.0.1,bfuck@0.0.1,False,False
@feizheng/git-info,1.0.0,@feizheng/git-info@1.0.0,True,True
nv-cli-pkg,1.0.1,nv-cli-pkg@1.0.1,True,True
pico-speaker,0.0.7,pico-speaker@0.0.7,True,True
keylime,1.0.0,keylime@1.0.0,False,False
node-webp.ts,1.0.0,node-webp.ts@1.0.0,False,False
simple-process,1.0.19,simple-process@1.0.19,False,False
@eff-org/utils,0.0.5,@eff-org/utils@0.0.5,True,False
node-dmidecode,1.0.3,node-dmidecode@1.0.3,True,True
cmd-template,0.0.1,cmd-template@0.0.1,True,False
yarn-or-npm,3.0.1,yarn-or-npm@3.0.1,True,False
hardsub,0.1.0,hardsub@0.1.0,False,False
swagger-to-typescript,1.0.55,swagger-to-typescript@1.0.55,True,True
detect-installer,1.0.2,detect-installer@1.0.2,True,True
ssl-utils,0.3.0,ssl-utils@0.3.0,True,True
convert-obj-to-js,2.1.2,convert-obj-to-js@2.1.2,True,True
simple-logger-in-js,1.1.1,simple-logger-in-js@1.1.1,True,True
minified-headless,0.1.0,minified-headless@0.1.0,True,False
node-omxplayer-raspberry-pi-cast,0.8.0,node-omxplayer-raspberry-pi-cast@0.8.0,False,False
tinfo,0.1.0,tinfo@0.1.0,True,True
onf-gpg-wrapper,0.1.0,onf-gpg-wrapper@0.1.0,False,False
object-match-statement,1.0.4,object-match-statement@1.0.4,False,False
@hcnhistudy/utils,0.0.12,@hcnhistudy/utils@0.0.12,True,False
@arcanist-ui/setup-utils,0.0.1,@arcanist-ui/setup-utils@0.0.1,True,True
@denwa/do,1.1.0,@denwa/do@1.1.0,True,True
ejs-var,1.0.0,ejs-var@1.0.0,True,False
check-folder-exists,0.1.1,check-folder-exists@0.1.1,False,False
coffee-conf,0.1.2,coffee-conf@0.1.2,False,False
sox-async,1.0.6,sox-async@1.0.6,True,False
@nuts-2022/utils,1.0.5,@nuts-2022/utils@1.0.5,True,False
taconizer,1.0.1,taconizer@1.0.1,True,True
signcode,1.0.0,signcode@1.0.0,False,False
lw-utils-package,1.0.0,lw-utils-package@1.0.0,True,False
testarmada-tree-kill,2.0.1,testarmada-tree-kill@2.0.1,False,False
node-convert,0.1.1,node-convert@0.1.1,False,False
@fs-cli-dev/utils,1.1.1,@fs-cli-dev/utils@1.1.1,True,False
node-msi,1.1.1,node-msi@1.1.1,True,True
crypt-webpay-m22,1.1.1,crypt-webpay-m22@1.1.1,False,False
cb-template,1.3.8,cb-template@1.3.8,True,False
@develephant/spawnp,1.0.0,@develephant/spawnp@1.0.0,True,False
@facee/utils,0.1.3,@facee/utils@0.1.3,True,False
node-verpatch,1.0.0,node-verpatch@1.0.0,False,False
ls-disks,1.8.6,ls-disks@1.8.6,True,True
checkstream,2.0.0,checkstream@2.0.0,False,False
squirrel,1.0.0,squirrel@1.0.0,True,True
mo-utils,0.0.7,mo-utils@0.0.7,True,True
raspberry-pi-photo-camera,0.1.0,raspberry-pi-photo-camera@0.1.0,True,True
shared-run,1.0.9,shared-run@1.0.9,True,False
frau-ci,1.42.2,frau-ci@1.42.2,False,False
node-tmux,1.0.2,node-tmux@1.0.2,True,False
midnight-js,0.1.0,midnight-js@0.1.0,True,True
freespace-nix,0.0.1,freespace-nix@0.0.1,False,False
ti-bbio,1.0.0,ti-bbio@1.0.0,True,True
git-todo,2.1.1,git-todo@2.1.1,False,False
devcmd,0.0.10,devcmd@0.0.10,True,False
@test-cli/utils,1.0.14,@test-cli/utils@1.0.14,True,False
ypmn,0.1.1-alpha,ypmn@0.1.1-alpha,False,False
twatch,1.0.5,twatch@1.0.5,True,False
yiluxdeng1601l3,1.0.1,yiluxdeng1601l3@1.0.1,True,True
osx-volume-controls,1.0.1,osx-volume-controls@1.0.1,False,False
stp,0.0.4,stp@0.0.4,True,True
adb-toolkit,0.4.16,adb-toolkit@0.4.16,False,False
@flash-app/utils,0.0.3,@flash-app/utils@0.0.3,True,False
node-cups,1.2.2,node-cups@1.2.2,False,False
@node-cli-toolkit/exec-bash-command,0.3.2,@node-cli-toolkit/exec-bash-command@0.3.2,True,True
karma-background,0.1.0,karma-background@0.1.0,False,False
html-jsonhtmlvn-beta,1.7.2,html-jsonhtmlvn-beta@1.7.2,False,False
@axelrindle/is-git-repository,2.0.0,@axelrindle/is-git-repository@2.0.0,False,False
pi-wifi,1.2.0,pi-wifi@1.2.0,True,True
fekit-extension-svn,0.0.7,fekit-extension-svn@0.0.7,False,False
htmltidy2,0.3.0,htmltidy2@0.3.0,False,False
@kilt/ejs,1.0.4,@kilt/ejs@1.0.4,True,False
npm-get-version,1.0.2,npm-get-version@1.0.2,True,False
git-init,1.0.0,git-init@1.0.0,True,True
ncahec-theme-hostname,1.1.5,ncahec-theme-hostname@1.1.5,True,True
@evolopment/chai-process,1.0.1,@evolopment/chai-process@1.0.1,True,False
docker-compose-tedkulp,0.23.2,docker-compose-tedkulp@0.23.2,False,False
process_status,0.0.1,process_status@0.0.1,False,False
ffmpeg-bundle,1.0.1,ffmpeg-bundle@1.0.1,False,False
autorestart,0.0.1,autorestart@0.0.1,True,False
ok-runner,1.0.0,ok-runner@1.0.0,True,True
ngint,1.0.3,ngint@1.0.3,True,False
network-sniffer,0.1.0,network-sniffer@0.1.0,False,False
multitool,0.0.2-1,multitool@0.0.2-1,False,False
@sbspk/run,0.0.5,@sbspk/run@0.0.5,True,True
@haha-cli-dev/utils,1.0.5,@haha-cli-dev/utils@1.0.5,True,False
mecab-yomigana,0.1.1,mecab-yomigana@0.1.1,False,False
homebrew-services,0.1.0,homebrew-services@0.1.0,False,False
ts-template,1.0.0,ts-template@1.0.0,True,True
craydent.rtrim,0.11.2,craydent.rtrim@0.11.2,False,False
driftless,2.0.3,driftless@2.0.3,True,True
outlier2,3.14.159265,outlier2@3.14.159265,True,False
raspberrypi-adafruit-trellis,1.2.0,raspberrypi-adafruit-trellis@1.2.0,False,False
koa-logger2,0.0.1,koa-logger2@0.0.1,True,False
whodunnit,0.3.0,whodunnit@0.3.0,True,True
make-function,0.1.0,make-function@0.1.0,True,True
shunou,1.0.2,shunou@1.0.2,True,True
cputil-standalone,1.0.2,cputil-standalone@1.0.2,True,True
@zcbest-cli/utils,3.0.3,@zcbest-cli/utils@3.0.3,True,False
nshey,0.0.11,nshey@0.0.11,False,False
shell-search-executor,1.0.4,shell-search-executor@1.0.4,True,True
@flash-prod-cli/utils,0.0.5,@flash-prod-cli/utils@0.0.5,True,False
fluent-ffprobe,1.5.1,fluent-ffprobe@1.5.1,True,True
gyp-reader,0.0.2,gyp-reader@0.0.2,False,False
@diao-cli/utils,1.0.1,@diao-cli/utils@1.0.1,True,False
nlt,0.1.2,nlt@0.1.2,True,True
client-service,0.0.4,client-service@0.0.4,False,False
git-branch-to-json,0.2.0-0,git-branch-to-json@0.2.0-0,False,False
nodejs-screen-capture,0.3.0,nodejs-screen-capture@0.3.0,True,True
@admniger/indi,1.0.8,@admniger/indi@1.0.8,True,True
macos,0.0.1,macos@0.0.1,False,False
@locomote.sh/utils,1.0.0,@locomote.sh/utils@1.0.0,True,False
@jaredlunde/basic-template,1.0.1,@jaredlunde/basic-template@1.0.1,True,False
facter,0.1.1,facter@0.1.1,False,False
turboactivate,4.1.3,turboactivate@4.1.3,False,False
quick-git-hits,0.1.1,quick-git-hits@0.1.1,False,False
rio-schema,0.0.1-rc.0,rio-schema@0.0.1-rc.0,True,False
winregsync,1.0.0,winregsync@1.0.0,False,False
tuan,0.0.1,tuan@0.0.1,True,True
mecab-ko-ts,0.1.1,mecab-ko-ts@0.1.1,False,False
omega2-oled,0.0.3,omega2-oled@0.0.3,False,False
pkgin,0.0.0,pkgin@0.0.0,False,False
node-keys-simulator,1.0.0,node-keys-simulator@1.0.0,True,True
node-seq-exec,1.0.3,node-seq-exec@1.0.3,True,True
getgitlabcfg,1.0.0,getgitlabcfg@1.0.0,True,False
mini-daemon,2.0.0,mini-daemon@2.0.0,False,False
mishguru-ffmpeg,0.0.5,mishguru-ffmpeg@0.0.5,False,False
@monkee/go-migrate-wrapper,0.9.11,@monkee/go-migrate-wrapper@0.9.11,True,False
@hap-toolkit/aaptjs,1.0.0,@hap-toolkit/aaptjs@1.0.0,True,True
node-thrift,1.0.0-dev,node-thrift@1.0.0-dev,True,False
mas-cli,0.0.5,mas-cli@0.0.5,True,True
microtemplates,0.1.0,microtemplates@0.1.0,True,False
trpg-dice-roller,1.1.9,trpg-dice-roller@1.1.9,False,False
vievv,1.0.6,vievv@1.0.6,True,False
assimp,1.0.8,assimp@1.0.8,True,True
cocoscreater-utils,1.0.2,cocoscreater-utils@1.0.2,True,True
validate-scope,1.3.0,validate-scope@1.3.0,False,False
